page_num,chapter_title,workbook_ref,lesson_title,section_code,q_label,answer,answer_yomi,2026-06-11_maru,2026-06-11_batsu,2026-06-10_batsu,2026-06-10_maru,2026-06-08_batsu,2026-06-08_maru,2026-06-07_maru,2026-06-07_batsu
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,流れ,⑨,シャクシャイン,,,,,,,,1,
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,流れ,⑩,徳川吉宗,とくがわよしむね,,,,,,,1,
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,流れ,⑪,公事方御定書,くじかたおさだめがき,,,,,,,1,
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,流れ,⑫,文治政治,ぶんちせいじ,,,,,,,1,
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,流れ,⑬,打ちこわし,うちこわし,,,,,,,1,
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,流れ,⑭,株仲間,かぶなかま,,,,,,,1,
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,流れ,⑮,寛政の改革,かんせいのかいかく,,,,,,,1,
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,流れ,⑯,百姓一揆,ひゃくしょういっき,,,,,,,1,
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,資料,⑰,老中,ろうじゅう,,,,,,,1,
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,資料,⑱,大名,だいみょう,,,,,,,1,
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,資料,⑲,武家諸法度,ぶけしょはっと,,,,,,,1,
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,資料,⑳,オランダ,,,,,,,,1,
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,資料,㉑,浮世絵,うきよえ,,,,,,,1,
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,資料,㉒,元禄,げんろく,,,,,,,1,
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,資料,㉓,増加,ぞうか,,,,,,,1,
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,資料,㉔,葛飾北斎,かつしかほくさい,,,,,,,1,
11,第４章：武家政権の展開と世界の動き,本誌 P.18・19,近世のできごとの流れと重要資料②,資料,㉕,化政,かせい,,,,,,,1,
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,1,(1)①,島原・天草一揆,しまばら・あまくさいっき,,,,,,,1,
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,1,(1)②,ウ→ア→A→イ,,,,,,,,1,
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,1,(2),イ,,,,,,,,1,
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,1,(3),松尾芭蕉,まつおばしょう,,,,,,,1,
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,1,(4),葛飾北斎・歌川広重,かつしかほくさい・うたがわひろしげ,,,,,,,1,
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,1,(5),（例）楽に脱穀ができる千歯こきなどの新しい農具の使用が広がったから。,,,,,1,,,,1
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,1,(6),（例）貨幣の原料がとれる鉱山があったから。,,,,1,,,,,1
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,2,(1),ウ,,,,,,,,1,
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,2,(2)①,武家諸法度,ぶけしょはっと,,,,,,,1,
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,2,(2)X,江戸,えど,,,,,,,1,
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,2,(2)Y,将軍,しょうぐん,,,,,,,1,
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,2,(3),松前,まつまえ,,,,,,,1,
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,2,(4),ア、エ,,,,,,,,1,
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,2,(5),ウ,,,,,,,,1,
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,3,(1)①,徳川吉宗,とくがわよしむね,,,,,,,1,
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,3,(1)②,目安箱,めやすばこ,,,,,,,1,
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,3,(2),（例）新田開発を進めたことで、年貢の収納高が増えた。,,,,,1,,,,1
12,第４章：武家政権の展開と世界の動き,本誌 P.20・21,確かめ問題：江戸幕府の政治／産業の発達と社会,3,(3),（例）幕府の収入を増やすため、株仲間の公認や輸出を拡大する政策を行った。,,,,,,,,,1
13,第４章：武家政権の展開と世界の動き,本誌 P.22,流れをおさえる並べかえ問題（近世）,並べかえ,①,イ→ウ→ア→エ,,,,,,,,1,
13,第４章：武家政権の展開と世界の動き,本誌 P.22,流れをおさえる並べかえ問題（近世）,並べかえ,②,エ→ア→イ→ウ,,,,,,,,1,
13,第４章：武家政権の展開と世界の動き,本誌 P.22,流れをおさえる並べかえ問題（近世）,並べかえ,③,イ→エ→ウ→ア,,,,,,,,1,
13,第４章：武家政権の展開と世界の動き,本誌 P.22,流れをおさえる並べかえ問題（近世）,並べかえ,④,ア→イ→エ→ウ,,,,,,,,1,
13,第４章：武家政権の展開と世界の動き,本誌 P.22,流れをおさえる並べかえ問題（近世）,並べかえ,⑤,ウ→ア→イ→エ,,,,,,,,1,
13,第４章：武家政権の展開と世界の動き,本誌 P.22,流れをおさえる並べかえ問題（近世）,並べかえ,⑥,ウ→イ→ア→エ,,,,,,,,1,
14,第４章：武家政権の展開と世界の動き,本誌 P.23,よく出る短文記述問題（近世）,記述,(1)①,キリスト教,きりすときょう,,,,,,,1,
14,第４章：武家政権の展開と世界の動き,本誌 P.23,よく出る短文記述問題（近世）,記述,(1)②,香辛料,こうしんりょう,,,,,,,1,
14,第４章：武家政権の展開と世界の動き,本誌 P.23,よく出る短文記述問題（近世）,記述,(1)③,取り引き,とりひき,,,,,,,1,
14,第４章：武家政権の展開と世界の動き,本誌 P.23,よく出る短文記述問題（近世）,記述,(2)①,キリスト教,きりすときょう,,,,,,,1,
14,第４章：武家政権の展開と世界の動き,本誌 P.23,よく出る短文記述問題（近世）,記述,(2)②,布教しない,ふきょうしない,,,,,,,1,
14,第４章：武家政権の展開と世界の動き,本誌 P.23,よく出る短文記述問題（近世）,記述,(3),（例）（大名が）1年おきに江戸と領地とを行き来する制度。,,,,,,,,1,
14,第４章：武家政権の展開と世界の動き,本誌 P.23,よく出る短文記述問題（近世）,記述,(4),（例）米の生産量を増やし、年貢による収入を増やすため。,,,,,,,,1,
14,第４章：武家政権の展開と世界の動き,本誌 P.23,よく出る短文記述問題（近世）,記述,(5),（例）（株仲間に）税を納めさせて、幕府の財政を立て直すため。,,,,,,,,1,
14,第４章：武家政権の展開と世界の動き,本誌 P.23,よく出る短文記述問題（近世）,記述,(6),（例）武士と百姓との身分を区別する兵農分離が進んだ。,,,,,,,,1,
14,第４章：武家政権の展開と世界の動き,本誌 P.23,よく出る短文記述問題（近世）,記述,(7),（例）江戸から近い地域に親藩や譜代大名を配置し、江戸から遠い地域に外様大名を配置している。,,,,,,,,1,
5,,,,D,(1),生糸／火薬,,,,,,,1,,
5,,,,D,(2),ア,,,,,,,1,,
5,,,,D,(3)①,フランシスコ=ザビエル,,,,,,,1,,
5,,,,D,(3)②,（例）海外布教に力を入れていたから。,,,,,,,1,,
5,,,,D,(1)①,織田信長,,,,,,,1,,
5,,,,D,(1)②,（例）座による営業の独占を認めずに、自由な商工業の発展を図ろうとしたため。,,,,,,,1,,
5,,,,D,(2)①,豊臣秀吉,,,,,,,1,,
5,,,,D,(2)②,（例）ポルトガルとの貿易を禁止しなかったから。,,,,,,,1,,
5,,,,D,(3),桃山文化,,,,,,,1,,
6,,,,B,(1)①,老中,,,,,,,2,,
6,,,,B,(1)②,京都所司代,,,,,,,2,,
6,,,,B,(2)①,武家諸法度,,,,,,,1,,
6,,,,B,(2)②,城,,,,,,,1,,
6,,,,B,(2)③,参勤交代,,,,,,,1,,
6,,,,B,(2)④,徳川家光,,,,,,,1,,
6,,,,B,(2),（例）多くの日本人が住むようになり、日本町もできた。,,,,,,,1,,
6,,,,B,(3),イ→ア→ウ,,,,,,,1,,
6,,,,B,(4),（例）日本を侵略するきっかけになると考えたから。,,,,,,1,,,
7,,,,B,(1),オランダ,,,,,,,2,,
7,,,,B,(2),長崎奉行,,,,,,1,1,,
7,,,,B,(3)①,エ,,,,,,,1,,
7,,,,B,(3)②,ア,,,,,,,1,,
7,,,,B,(4),（例）キリスト教の布教を行わなかったから。,,,,,,,1,,
7,,,,B,(5),対馬藩,,,,,,,1,,
7,,,,B,(6),朝鮮通信使,,,,,,,1,,
7,,,,B,(3),アイヌ民族,,,,,,,1,,
7,,,,B,(4)①,シャクシャイン,,,,,,,1,,
7,,,,B,(4)②,（例）アイヌ民族にとって不利な交換比率に、不満が高まったから。,,,,,,1,,,
8,,,,B,(1)A,百姓,,,,,,,2,,
8,,,,B,(1)B,武士,,,,,,,2,,
8,,,,B,(2)①,本百姓,,,,,,,1,,
8,,,,B,(2)②,水呑百姓,,,,,,,1,,
8,,,,B,(3),ア,,,,,,,1,,
8,,,,B,(4),（例）犯罪を防止し、年貢の納入に連帯責任をとらせるため。,,,,,,,1,,
8,,,,B,(5),商人,,,,,,,1,,
8,,,,B,(6),文治政治,,,,,,,1,,
8,,,,B,(2),（例）生産の効率が大きく上がった。,,,,,,,1,,
8,,,,B,(3)X,足尾銅山,,,,,,,1,,
8,,,,B,(3)Y,生野銀山,,,,,,,1,,
9,,,,B,(1),Y,,,,,,,2,,
9,,,,B,(2)①,イ,,,,,,1,1,,
9,,,,B,(2)②,エ,,,,,,,1,,
9,,,,B,(3),（例）独占的に営業を行う特権をもった商人の同業者の組織。,,,,,,1,1,,
9,,,,B,(2)B,菱川師宣,,,,,,1,,,
9,,,,B,(2)C,尾形光琳,,,,,,1,,,
9,,,,B,(4),浮世草子,,,,,,1,,,
9,,,,B,(5),（例）都市の繁栄を背景に、経済的なゆとりをもったから。,,,,,,,1,,
